FID,New_ID,SUM_area_K,SUM_POP_M_,SUM_POP_F_,SUM_POP_TO,SUM_POP_19,SUM_BRIT_E,SUM_BRIT_I,SUM_BRIT_S,SUM_BRIT_O,SUM_FRENCH,SUM_GERMAN,SUM_AUSTRO,SUM_BELGIA,SUM_BULGAR,SUM_CHINES,SUM_DUTCH_,SUM_GREEK_,SUM_HINDU_,SUM_INDIAN,SUM_ITALIA,SUM_JAPANE,SUM_JEWISH,SUM_NEGRO_,SUM_POLISH,SUM_RUSSIA,SUM_SCANDI,SUM_SWISS_,SUM_UNSPEC,R_CODE
45,NS047000,4241.431980080000400,13079.000000000000000,12492.000000000000000,25571.000000000000000,24353.000000000000000,1303.000000000000000,1107.000000000000000,17653.000000000000000,10.000000000000000,4860.000000000000000,67.000000000000000,38.000000000000000,92.000000000000000,22.000000000000000,1.000000000000000,22.000000000000000,6.000000000000000,0.000000000000000,160.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,0.000000000000000,1.000000000000000,136.000000000000000,19.000000000000000,0.000000000000000,68.000000000000000,46
46,NS048000,2295.122667550000200,10995.000000000000000,10785.000000000000000,21780.000000000000000,21937.000000000000000,15211.000000000000000,2056.000000000000000,1874.000000000000000,138.000000000000000,188.000000000000000,1412.000000000000000,2.000000000000000,8.000000000000000,0.000000000000000,4.000000000000000,241.000000000000000,0.000000000000000,0.000000000000000,238.000000000000000,1.000000000000000,3.000000000000000,23.000000000000000,178.000000000000000,0.000000000000000,1.000000000000000,21.000000000000000,0.000000000000000,181.000000000000000,47
47,NS049000,3269.059802310000100,17121.000000000000000,16139.000000000000000,33260.000000000000000,32389.000000000000000,6038.000000000000000,913.000000000000000,1077.000000000000000,99.000000000000000,1880.000000000000000,22837.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,56.000000000000000,42.000000000000000,0.000000000000000,7.000000000000000,3.000000000000000,0.000000000000000,155.000000000000000,17.000000000000000,0.000000000000000,32.000000000000000,35.000000000000000,3.000000000000000,60.000000000000000,48
48,NS050000,2975.327436009999900,18213.000000000000000,17645.000000000000000,35858.000000000000000,33459.000000000000000,5155.000000000000000,2364.000000000000000,25730.000000000000000,65.000000000000000,969.000000000000000,239.000000000000000,8.000000000000000,109.000000000000000,0.000000000000000,11.000000000000000,39.000000000000000,1.000000000000000,0.000000000000000,172.000000000000000,1.000000000000000,0.000000000000000,27.000000000000000,293.000000000000000,20.000000000000000,23.000000000000000,56.000000000000000,376.000000000000000,200.000000000000000,49
49,NS051000,1407.741365970000100,6828.000000000000000,6445.000000000000000,13273.000000000000000,13515.000000000000000,964.000000000000000,1003.000000000000000,4059.000000000000000,28.000000000000000,6999.000000000000000,42.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,139.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,15.000000000000000,0.000000000000000,4.000000000000000,50
50,NS052000,5672.723839080000300,12261.000000000000000,11950.000000000000000,24211.000000000000000,24428.000000000000000,16505.000000000000000,1109.000000000000000,2460.000000000000000,189.000000000000000,239.000000000000000,2608.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,303.000000000000000,2.000000000000000,0.000000000000000,76.000000000000000,19.000000000000000,0.000000000000000,43.000000000000000,476.000000000000000,0.000000000000000,1.000000000000000,46.000000000000000,0.000000000000000,130.000000000000000,51
51,NS053000,2473.884092230000100,11350.000000000000000,11870.000000000000000,23220.000000000000000,22869.000000000000000,11916.000000000000000,409.000000000000000,494.000000000000000,24.000000000000000,9543.000000000000000,74.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,27.000000000000000,0.000000000000000,0.000000000000000,53.000000000000000,2.000000000000000,0.000000000000000,119.000000000000000,409.000000000000000,0.000000000000000,1.000000000000000,20.000000000000000,1.000000000000000,126.000000000000000,52
52,NT218000,4876936.207790000400000,37384.000000000000000,36540.000000000000000,73924.000000000000000,80516.000000000000000,1196.000000000000000,112.000000000000000,692.000000000000000,12.000000000000000,904.000000000000000,20.000000000000000,56.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,63616.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,36.000000000000000,4.000000000000000,7268.000000000000000,53
53,ON054000,184261.689036000000000,28938.000000000000000,15690.000000000000000,44628.000000000000000,25211.000000000000000,7328.000000000000000,7889.000000000000000,6453.000000000000000,69.000000000000000,11571.000000000000000,1297.000000000000000,873.000000000000000,14.000000000000000,186.000000000000000,36.000000000000000,237.000000000000000,9.000000000000000,0.000000000000000,3450.000000000000000,1457.000000000000000,0.000000000000000,135.000000000000000,29.000000000000000,844.000000000000000,1809.000000000000000,361.000000000000000,55.000000000000000,526.000000000000000,54
54,ON055000,47353.382344500002000,17948.000000000000000,10804.000000000000000,28752.000000000000000,17894.000000000000000,7059.000000000000000,5296.000000000000000,5171.000000000000000,190.000000000000000,2776.000000000000000,1060.000000000000000,514.000000000000000,24.000000000000000,97.000000000000000,44.000000000000000,86.000000000000000,43.000000000000000,0.000000000000000,979.000000000000000,1984.000000000000000,2.000000000000000,87.000000000000000,5.000000000000000,480.000000000000000,1917.000000000000000,401.000000000000000,46.000000000000000,491.000000000000000,55
55,ON056000,933.102347607999950,9735.000000000000000,9524.000000000000000,19259.000000000000000,18273.000000000000000,8619.000000000000000,2386.000000000000000,3389.000000000000000,119.000000000000000,176.000000000000000,1431.000000000000000,7.000000000000000,0.000000000000000,24.000000000000000,7.000000000000000,207.000000000000000,2.000000000000000,0.000000000000000,2656.000000000000000,34.000000000000000,0.000000000000000,8.000000000000000,19.000000000000000,9.000000000000000,7.000000000000000,9.000000000000000,10.000000000000000,140.000000000000000,56
