"FID_","FIPSSTCO","TRT2000","STFID","OID_","SCTRACTW","FIPSPLACEW","CENSUSPLW","SCTRACTR","FIPSPLACER","CENSUCPLR","TRACTTOTRA","STFID_1","ID_ID","Distance"
,"24021","751000","24021751000",2292,51059480200.0000,79952,1252,24021751000.0000,3800,23,30,"24021751000",55358.000000,0.005447
,"24021","750200","24021750200",783,51059460400.0000,79952,1252,24021750200.0000,30325,355,4,"24021750200",55487.000000,0.001578
,"24021","753000","24021753000",2306,51059480200.0000,79952,1252,24021753000.0000,77825,965,4,"24021753000",55489.000000,0.003636
,"24021","753100","24021753100",788,51059460400.0000,79952,1252,24021753100.0000,99999,9999,4,"24021753100",55574.000000,0.005619
,"24021","751700","24021751700",20,51059471200.0000,48376,772,24021751700.0000,47043,575,4,"24021751700",55606.000000,0.006741
,"24021","752100","24021752100",1464,51059460500.0000,79952,1252,24021752100.0000,35412,447,10,"24021752100",55611.000000,0.006669
,"24033","801309","24033801309",2560,51059480200.0000,79952,1252,24033801309.0000,29525,353,4,"24033801309",73005.000000,0.016003
,"24025","303201","24025303201",2309,51059480200.0000,79952,1252,24025303201.0000,99999,9999,10,"24025303201",85012.000000,0.015663
,"24027","604002","24027604002",23,51059471200.0000,48376,772,24027604002.0000,99999,9999,4,"24027604002",85122.000000,0.021707
,"24027","603000","24027603000",1469,51059460500.0000,79952,1252,24027603000.0000,99999,9999,20,"24027603000",85160.000000,0.002420
,"24027","602200","24027602200",1468,51059460500.0000,79952,1252,24027602200.0000,26000,325,4,"24027602200",85210.000000,0.007832
,"24027","602305","24027602305",22,51059471200.0000,48376,772,24027602305.0000,26000,325,15,"24027602305",85220.000000,0.015738
,"24027","606601","24027606601",1240,51059460500.0000,23984,423,24027606601.0000,19125,227,10,"24027606601",85269.000000,0.006860
,"24027","606803","24027606803",25,51059471200.0000,48376,772,24027606803.0000,19125,227,10,"24027606803",85294.000000,0.009054
,"24027","606802","24027606802",1475,51059460500.0000,79952,1252,24027606802.0000,56725,692,10,"24027606802",85313.000000,0.001642
,"24027","606903","24027606903",1241,51059460500.0000,23984,423,24027606903.0000,56725,692,4,"24027606903",85321.000000,0.001810
,"24027","606603","24027606603",1472,51059460500.0000,79952,1252,24027606603.0000,19125,227,4,"24027606603",85323.000000,0.009206
,"24027","606604","24027606604",2325,51059480200.0000,79952,1252,24027606604.0000,19125,227,10,"24027606604",85329.000000,0.007003
,"24027","606605","24027606605",1473,51059460500.0000,79952,1252,24027606605.0000,19125,227,10,"24027606605",85334.000000,0.007645
,"24027","601101","24027601101",789,51059460400.0000,79952,1252,24027601101.0000,99999,9999,15,"24027601101",85452.000000,0.019189
,"24027","606901","24027606901",1476,51059460500.0000,79952,1252,24027606901.0000,70487,870,10,"24027606901",85471.000000,0.001668
,"24027","606902","24027606902",26,51059471200.0000,48376,772,24027606902.0000,70487,870,4,"24027606902",85585.000000,0.007061
,"24027","606703","24027606703",1474,51059460500.0000,79952,1252,24027606703.0000,99999,9999,4,"24027606703",85689.000000,0.009798
,"24027","605402","24027605402",2321,51059480200.0000,79952,1252,24027605402.0000,19125,227,15,"24027605402",85704.000000,0.011318
,"24027","602306","24027602306",2317,51059480200.0000,79952,1252,24027602306.0000,26000,325,4,"24027602306",85728.000000,0.010461
,"24027","605502","24027605502",305,51059471200.0000,79952,1252,24027605502.0000,19125,227,10,"24027605502",85751.000000,0.013006
,"24027","605503","24027605503",2323,51059480200.0000,79952,1252,24027605503.0000,19125,227,10,"24027605503",85754.000000,0.007596
,"24027","605501","24027605501",790,51059460400.0000,79952,1252,24027605501.0000,19125,227,10,"24027605501",85765.000000,0.010604
,"24027","605602","24027605602",1471,51059460500.0000,79952,1252,24027605602.0000,19125,227,10,"24027605602",85774.000000,0.011453
,"24027","606701","24027606701",306,51059471200.0000,79952,1252,24027606701.0000,19125,227,4,"24027606701",85774.000000,0.008418
,"24027","601202","24027601202",2037,51059480200.0000,48376,772,24027601202.0000,25750,312,10,"24027601202",85791.000000,0.001052
,"24027","605601","24027605601",24,51059471200.0000,48376,772,24027605601.0000,19125,227,10,"24027605601",85898.000000,0.017792
,"24027","605102","24027605102",304,51059471200.0000,79952,1252,24027605102.0000,99999,9999,10,"24027605102",86001.000000,0.005839
,"24027","602302","24027602302",21,51059471200.0000,48376,772,24027602302.0000,26000,325,4,"24027602302",86043.000000,0.002632
,"24027","606804","24027606804",2332,51059480200.0000,79952,1252,24027606804.0000,19125,227,35,"24027606804",86093.000000,0.007217
,"24027","601102","24027601102",1239,51059460500.0000,23984,423,24027601102.0000,26000,325,10,"24027601102",86099.000000,0.000771
,"24029","950500","24029950500",2336,51059480200.0000,79952,1252,24029950500.0000,67400,845,4,"24029950500",86834.000000,0.027123
,"24031","700500","24031700500",29,51059471200.0000,48376,772,24031700500.0000,62850,785,4,"24031700500",86979.000000,0.014882
,"24031","700310","24031700310",2348,51059480200.0000,79952,1252,24031700310.0000,32025,402,15,"24031700310",87070.000000,0.006973
,"24031","700819","24031700819",38,51059471200.0000,48376,772,24031700819.0000,32025,402,20,"24031700819",87074.000000,0.002292
,"24031","700809","24031700809",36,51059471200.0000,48376,772,24031700809.0000,99999,9999,10,"24031700809",87111.000000,0.015785
,"24031","700712","24031700712",35,51059471200.0000,48376,772,24031700712.0000,31175,385,4,"24031700712",87142.000000,0.001792
,"24031","700713","24031700713",2040,51059480200.0000,48376,772,24031700713.0000,53325,632,10,"24031700713",87161.000000,0.009599
,"24031","700812","24031700812",324,51059471200.0000,79952,1252,24031700812.0000,53325,632,20,"24031700812",87161.000000,0.022019
,"24031","706008","24031706008",378,51059471200.0000,79952,1252,24031706008.0000,63300,792,15,"24031706008",87231.000000,0.005291
,"24031","700206","24031700206",311,51059471200.0000,79952,1252,24031700206.0000,99999,9999,10,"24031700206",87238.000000,0.010421
,"24031","700714","24031700714",1497,51059460500.0000,79952,1252,24031700714.0000,99999,9999,10,"24031700714",87254.000000,0.000162
,"24031","700708","24031700708",804,51059460400.0000,79952,1252,24031700708.0000,31175,385,4,"24031700708",87275.000000,0.007450
,"24031","700710","24031700710",1495,51059460500.0000,79952,1252,24031700710.0000,65312,823,4,"24031700710",87311.000000,0.007293
,"24031","701306","24031701306",2416,51059480200.0000,79952,1252,24031701306.0000,58900,725,10,"24031701306",87322.000000,0.024422
,"24031","700817","24031700817",814,51059460400.0000,79952,1252,24031700817.0000,31175,385,10,"24031700817",87329.000000,0.002632
,"24031","701209","24031701209",338,51059471200.0000,79952,1252,24031701209.0000,99999,9999,10,"24031701209",87340.000000,0.019071
,"24031","701211","24031701211",1521,51059460500.0000,79952,1252,24031701211.0000,99999,9999,4,"24031701211",87355.000000,0.005893
,"24031","701005","24031701005",41,51059471200.0000,48376,772,24031701005.0000,67675,850,4,"24031701005",87368.000000,0.002043
,"24031","706007","24031706007",870,51059460400.0000,79952,1252,24031706007.0000,63300,792,4,"24031706007",87387.000000,0.018702
,"24031","700901","24031700901",1509,51059460500.0000,79952,1252,24031700901.0000,67675,850,4,"24031700901",87411.000000,0.002151
,"24031","700902","24031700902",329,51059471200.0000,79952,1252,24031700902.0000,67675,850,4,"24031700902",87418.000000,0.005985
,"24031","701102","24031701102",335,51059471200.0000,79952,1252,24031701102.0000,67675,850,15,"24031701102",87464.000000,0.004614
,"24031","701101","24031701101",42,51059471200.0000,48376,772,24031701101.0000,67675,850,4,"24031701101",87467.000000,0.004186
,"24031","701206","24031701206",337,51059471200.0000,79952,1252,24031701206.0000,63300,792,15,"24031701206",87476.000000,0.012963
,"24031","701205","24031701205",822,51059460400.0000,79952,1252,24031701205.0000,56337,677,10,"24031701205",87481.000000,0.007873
,"24031","700905","24031700905",330,51059471200.0000,79952,1252,24031700905.0000,67675,850,25,"24031700905",87490.000000,0.008084
,"24031","701204","24031701204",1518,51059460500.0000,79952,1252,24031701204.0000,56337,677,30,"24031701204",87499.000000,0.005498
,"24031","701213","24031701213",339,51059471200.0000,79952,1252,24031701213.0000,56337,677,10,"24031701213",87510.000000,0.006149
,"24031","706009","24031706009",379,51059471200.0000,79952,1252,24031706009.0000,63300,792,10,"24031706009",87545.000000,0.002840
,"24031","705901","24031705901",867,51059460400.0000,79952,1252,24031705901.0000,7125,65,4,"24031705901",87614.000000,0.009102
,"24031","704501","24031704501",860,51059460400.0000,79952,1252,24031704501.0000,56337,677,10,"24031704501",87615.000000,0.004336
,"24031","704502","24031704502",1555,51059460500.0000,79952,1252,24031704502.0000,7125,65,10,"24031704502",87615.000000,0.004222
,"24031","705902","24031705902",2513,51059480200.0000,79952,1252,24031705902.0000,7125,65,35,"24031705902",87636.000000,0.000072
,"24031","704600","24031704600",1557,51059460500.0000,79952,1252,24031704600.0000,7125,65,15,"24031704600",87664.000000,0.004124
,"24031","704503","24031704503",1556,51059460500.0000,79952,1252,24031704503.0000,7125,65,10,"24031704503",87668.000000,0.005521
,"24031","705903","24031705903",54,51059471200.0000,48376,772,24031705903.0000,7125,65,4,"24031705903",87694.000000,0.007239
,"24031","704700","24031704700",361,51059471200.0000,79952,1252,24031704700.0000,7125,65,20,"24031704700",87730.000000,0.002029
,"24031","705701","24031705701",373,51059471200.0000,79952,1252,24031705701.0000,7125,65,4,"24031705701",87749.000000,0.004693
,"24031","705702","24031705702",374,51059471200.0000,79952,1252,24031705702.0000,7125,65,20,"24031705702",87755.000000,0.006921
,"24031","701303","24031701303",825,51059460400.0000,79952,1252,24031701303.0000,2825,21,4,"24031701303",87765.000000,0.005868
,"24031","703202","24031703202",847,51059460400.0000,79952,1252,24031703202.0000,2825,21,10,"24031703202",87766.000000,0.004584
,"24031","703301","24031703301",1546,51059460500.0000,79952,1252,24031703301.0000,2825,21,15,"24031703301",87775.000000,0.006669
,"24031","703201","24031703201",846,51059460400.0000,79952,1252,24031703201.0000,2825,21,4,"24031703201",87795.000000,0.013543
,"24031","703302","24031703302",2470,51059480200.0000,79952,1252,24031703302.0000,2825,21,15,"24031703302",87802.000000,0.002576
,"24031","703214","24031703214",46,51059471200.0000,48376,772,24031703214.0000,2825,21,4,"24031703214",87809.000000,0.008376
,"24031","703402","24031703402",48,51059471200.0000,48376,772,24031703402.0000,83837,1036,10,"24031703402",87815.000000,0.005119
,"24031","703206","24031703206",1247,51059460500.0000,23984,423,24031703206.0000,83837,1036,10,"24031703206",87821.000000,0.007140
,"24031","703403","24031703403",49,51059471200.0000,48376,772,24031703403.0000,83837,1036,4,"24031703403",87822.000000,0.005807
,"24031","701201","24031701201",820,51059460400.0000,79952,1252,24031701201.0000,56337,677,15,"24031701201",87826.000000,0.012845
,"24031","703401","24031703401",47,51059471200.0000,48376,772,24031703401.0000,83837,1036,10,"24031703401",87830.000000,0.006189
,"24031","701202","24031701202",336,51059471200.0000,79952,1252,24031701202.0000,31525,400,4,"24031701202",87836.000000,0.003882
,"24031","701214","24031701214",340,51059471200.0000,79952,1252,24031701214.0000,56337,677,4,"24031701214",87836.000000,0.005228
,"24031","704300","24031704300",359,51059471200.0000,79952,1252,24031704300.0000,73600,924,4,"24031704300",87876.000000,0.008721
,"24031","703404","24031703404",1547,51059460500.0000,79952,1252,24031703404.0000,83837,1036,15,"24031703404",87890.000000,0.003812
,"24031","703601","24031703601",855,51059460400.0000,79952,1252,24031703601.0000,56712,691,4,"24031703601",87910.000000,0.005400
,"24031","704200","24031704200",858,51059460400.0000,79952,1252,24031704200.0000,43500,525,4,"24031704200",87937.000000,0.002392
,"24031","704100","24031704100",50,51059471200.0000,48376,772,24031704100.0000,16775,186,4,"24031704100",87951.000000,0.004490
,"24031","703602","24031703602",356,51059471200.0000,79952,1252,24031703602.0000,73600,924,4,"24031703602",87957.000000,0.005295
,"24031","703211","24031703211",1545,51059460500.0000,79952,1252,24031703211.0000,2825,21,4,"24031703211",87982.000000,0.007140
,"24031","703215","24031703215",354,51059471200.0000,79952,1252,24031703215.0000,2825,21,20,"24031703215",87987.000000,0.007875
,"24031","703212","24031703212",353,51059471200.0000,79952,1252,24031703212.0000,83837,1036,15,"24031703212",87992.000000,0.009924
,"24031","703207","24031703207",848,51059460400.0000,79952,1252,24031703207.0000,83837,1036,4,"24031703207",88001.000000,0.012840
,"24031","703702","24031703702",357,51059471200.0000,79952,1252,24031703702.0000,83837,1036,4,"24031703702",88011.000000,0.004074
,"24031","703800","24031703800",1551,51059460500.0000,79952,1252,24031703800.0000,56712,691,10,"24031703800",88029.000000,0.001680
,"24031","704000","24031704000",358,51059471200.0000,79952,1252,24031704000.0000,28640,345,20,"24031704000",88042.000000,0.006850
,"24031","703901","24031703901",1552,51059460500.0000,79952,1252,24031703901.0000,28640,345,4,"24031703901",88048.000000,0.006054
,"24031","703209","24031703209",2462,51059480200.0000,79952,1252,24031703209.0000,83837,1036,4,"24031703209",88055.000000,0.004468
,"24031","703902","24031703902",1553,51059460500.0000,79952,1252,24031703902.0000,83837,1036,10,"24031703902",88057.000000,0.004427
,"24031","703210","24031703210",2463,51059480200.0000,79952,1252,24031703210.0000,72450,900,4,"24031703210",88071.000000,0.006565
,"24031","703100","24031703100",845,51059460400.0000,79952,1252,24031703100.0000,72450,900,20,"24031703100",88073.000000,0.001929
,"24031","703000","24031703000",844,51059460400.0000,79952,1252,24031703000.0000,72450,900,4,"24031703000",88078.000000,0.001881
,"24031","702102","24031702102",2043,51059480200.0000,48376,772,24031702102.0000,72450,900,4,"24031702102",88110.000000,0.005440
,"24031","704402","24031704402",2486,51059480200.0000,79952,1252,24031704402.0000,7125,65,45,"24031704402",88118.000000,0.004157
,"24031","704801","24031704801",362,51059471200.0000,79952,1252,24031704801.0000,7125,65,4,"24031704801",88145.000000,0.000866
,"24031","704802","24031704802",51,51059471200.0000,48376,772,24031704802.0000,7125,65,10,"24031704802",88175.000000,0.001453
,"24031","705500","24031705500",371,51059471200.0000,79952,1252,24031705500.0000,30837,359,10,"24031705500",88178.000000,0.005735
,"24031","705602","24031705602",2507,51059480200.0000,79952,1252,24031705602.0000,7125,65,15,"24031705602",88219.000000,0.004133
,"24031","705100","24031705100",52,51059471200.0000,48376,772,24031705100.0000,16720,182,4,"24031705100",88255.000000,0.005839
,"24031","705400","24031705400",370,51059471200.0000,79952,1252,24031705400.0000,16620,177,4,"24031705400",88278.000000,0.006512
,"24031","705200","24031705200",368,51059471200.0000,79952,1252,24031705200.0000,50965,609,4,"24031705200",88290.000000,0.006815
,"24031","705300","24031705300",53,51059471200.0000,48376,772,24031705300.0000,16787,187,4,"24031705300",88306.000000,0.002335
,"24031","705601","24031705601",1563,51059460500.0000,79952,1252,24031705601.0000,7125,65,4,"24031705601",88318.000000,0.004598
,"24031","702800","24031702800",2453,51059480200.0000,79952,1252,24031702800.0000,72450,900,15,"24031702800",88372.000000,0.003437
,"24031","702700","24031702700",350,51059471200.0000,79952,1252,24031702700.0000,72450,900,4,"24031702700",88394.000000,0.000564
,"24031","702601","24031702601",2450,51059480200.0000,79952,1252,24031702601.0000,72450,900,10,"24031702601",88409.000000,0.000080
,"24031","702900","24031702900",351,51059471200.0000,79952,1252,24031702900.0000,72450,900,10,"24031702900",88416.000000,0.001656
,"24031","702302","24031702302",840,51059460400.0000,79952,1252,24031702302.0000,72450,900,4,"24031702302",88426.000000,0.000599
,"24031","702500","24031702500",2044,51059480200.0000,48376,772,24031702500.0000,72450,900,4,"24031702500",88461.000000,0.000435
,"24031","702200","24031702200",45,51059471200.0000,48376,772,24031702200.0000,72450,900,15,"24031702200",88484.000000,0.001484
,"24031","702402","24031702402",842,51059460400.0000,79952,1252,24031702402.0000,72450,900,10,"24031702402",88491.000000,0.004097
,"24031","702402","24031702402",842,51059460400.0000,79952,1252,24031702402.0000,72450,900,10,"24031702402",88507.000000,0.002457
,"24031","701800","24031701800",2440,51059480200.0000,79952,1252,24031701800.0000,76650,950,4,"24031701800",88533.000000,0.000964
,"24031","701701","24031701701",2438,51059480200.0000,79952,1252,24031701701.0000,76650,950,4,"24031701701",88539.000000,0.000503
,"11001","001702","11001001702",2146,51059480200.0000,79952,1252,11001001702.0000,50000,5,4,"11001001702",88542.000000,0.003811
,"24031","701407","24031701407",43,51059471200.0000,48376,772,24031701407.0000,18475,217,10,"24031701407",88549.000000,0.011225
,"24031","701507","24031701507",347,51059471200.0000,79952,1252,24031701507.0000,18475,217,10,"24031701507",88558.000000,0.013068
,"24031","701900","24031701900",2441,51059480200.0000,79952,1252,24031701900.0000,72450,900,4,"24031701900",88590.000000,0.002311
,"24031","701702","24031701702",2439,51059480200.0000,79952,1252,24031701702.0000,76650,950,10,"24031701702",88591.000000,0.001160
,"24031","702000","24031702000",2442,51059480200.0000,79952,1252,24031702000.0000,72450,900,10,"24031702000",88599.000000,0.000437
,"24031","700103","24031700103",309,51059471200.0000,79952,1252,24031700103.0000,99999,9999,10,"24031700103",88696.000000,0.017930
,"24031","700205","24031700205",310,51059471200.0000,79952,1252,24031700205.0000,21475,247,4,"24031700205",88697.000000,0.013137
,"24031","701212","24031701212",2409,51059480200.0000,79952,1252,24031701212.0000,65312,823,15,"24031701212",88702.000000,0.013294
,"24031","701304","24031701304",1524,51059460500.0000,79952,1252,24031701304.0000,58900,725,10,"24031701304",88720.000000,0.009935
,"24031","701312","24031701312",828,51059460400.0000,79952,1252,24031701312.0000,58900,725,4,"24031701312",88725.000000,0.007582
,"24031","701310","24031701310",827,51059460400.0000,79952,1252,24031701310.0000,58900,725,20,"24031701310",88732.000000,0.004019
,"24031","701308","24031701308",1525,51059460500.0000,79952,1252,24031701308.0000,58900,725,4,"24031701308",88733.000000,0.010605
,"24031","701414","24031701414",344,51059471200.0000,79952,1252,24031701414.0000,27250,338,25,"24031701414",88809.000000,0.008788
,"24031","701506","24031701506",346,51059471200.0000,79952,1252,24031701506.0000,84375,1038,4,"24031701506",88816.000000,0.009153
,"24031","701503","24031701503",1534,51059460500.0000,79952,1252,24031701503.0000,18475,217,4,"24031701503",88817.000000,0.007739
,"24031","701505","24031701505",345,51059471200.0000,79952,1252,24031701505.0000,84375,1038,10,"24031701505",88855.000000,0.006860
,"24031","701504","24031701504",835,51059460400.0000,79952,1252,24031701504.0000,84375,1038,10,"24031701504",88858.000000,0.008463
,"24031","701600","24031701600",348,51059471200.0000,79952,1252,24031701600.0000,72450,900,25,"24031701600",88877.000000,0.004931
,"24031","701416","24031701416",1532,51059460500.0000,79952,1252,24031701416.0000,27250,338,4,"24031701416",88888.000000,0.004416
,"24031","701417","24031701417",834,51059460400.0000,79952,1252,24031701417.0000,27250,338,10,"24031701417",88888.000000,0.011482
,"24031","702101","24031702101",837,51059460400.0000,79952,1252,24031702101.0000,72450,900,10,"24031702101",88897.000000,0.004188
,"24031","700605","24031700605",30,51059471200.0000,48376,772,24031700605.0000,56875,693,15,"24031700605",88910.000000,0.014071
,"24031","703701","24031703701",1550,51059460500.0000,79952,1252,24031703701.0000,83837,1036,10,"24031703701",88977.000000,0.008125
,"24031","702700","24031702700",350,51059471200.0000,79952,1252,24031702700.0000,72450,900,4,"24031702700",88985.000000,0.006634
,"24031","701410","24031701410",832,51059460400.0000,79952,1252,24031701410.0000,11750,113,10,"24031701410",89012.000000,0.001950
,"24031","703213","24031703213",2467,51059480200.0000,79952,1252,24031703213.0000,2825,21,25,"24031703213",89061.000000,0.004094
,"24031","701002","24031701002",332,51059471200.0000,79952,1252,24031701002.0000,67675,850,4,"24031701002",89093.000000,0.004247
,"24031","700102","24031700102",308,51059471200.0000,79952,1252,24031700102.0000,53325,632,20,"24031700102",89094.000000,0.017382
,"24031","700819","24031700819",38,51059471200.0000,48376,772,24031700819.0000,32025,402,20,"24031700819",89110.000000,0.006066
,"24031","700308","24031700308",796,51059460400.0000,79952,1252,24031700308.0000,32025,402,10,"24031700308",89139.000000,0.005163
,"24031","701309","24031701309",341,51059471200.0000,79952,1252,24031701309.0000,2762,19,4,"24031701309",89150.000000,0.006785
,"24031","700810","24031700810",1504,51059460500.0000,79952,1252,24031700810.0000,53325,632,10,"24031700810",89178.000000,0.030119
,"24031","700811","24031700811",1505,51059460500.0000,79952,1252,24031700811.0000,53325,632,4,"24031700811",89178.000000,0.034101
,"24031","700813","24031700813",325,51059471200.0000,79952,1252,24031700813.0000,53325,632,10,"24031700813",89178.000000,0.013246
,"24031","700610","24031700610",2356,51059480200.0000,79952,1252,24031700610.0000,99999,9999,10,"24031700610",89186.000000,0.002593
,"24031","700805","24031700805",810,51059460400.0000,79952,1252,24031700805.0000,31175,385,25,"24031700805",89194.000000,0.007876
,"24031","700711","24031700711",34,51059471200.0000,48376,772,24031700711.0000,65312,823,4,"24031700711",89212.000000,0.001340
,"24031","700705","24031700705",33,51059471200.0000,48376,772,24031700705.0000,31175,385,4,"24031700705",89225.000000,0.000902
,"24031","700302","24031700302",312,51059471200.0000,79952,1252,24031700302.0000,99999,9999,4,"24031700302",89246.000000,0.000746
,"24031","700808","24031700808",322,51059471200.0000,79952,1252,24031700808.0000,32025,402,15,"24031700808",89266.000000,0.001441
,"24031","700607","24031700607",31,51059471200.0000,48376,772,24031700607.0000,56875,693,4,"24031700607",89275.000000,0.011917
,"24031","706004","24031706004",376,51059471200.0000,79952,1252,24031706004.0000,63300,792,20,"24031706004",89302.000000,0.004046
,"24031","705800","24031705800",866,51059460400.0000,79952,1252,24031705800.0000,10500,104,10,"24031705800",89304.000000,0.004476
,"24031","703208","24031703208",352,51059471200.0000,79952,1252,24031703208.0000,43200,522,10,"24031703208",89310.000000,0.013246
,"24031","700816","24031700816",1243,51059460500.0000,23984,423,24031700816.0000,31175,385,10,"24031700816",89353.000000,0.000090
,"24031","705000","24031705000",364,51059471200.0000,79952,1252,24031705000.0000,16625,178,15,"24031705000",89365.000000,0.005505
,"24031","701001","24031701001",331,51059471200.0000,79952,1252,24031701001.0000,67675,850,10,"24031701001",89407.000000,0.001573
,"24031","701004","24031701004",40,51059471200.0000,48376,772,24031701004.0000,67675,850,4,"24031701004",89422.000000,0.010109
,"24031","700715","24031700715",2369,51059480200.0000,79952,1252,24031700715.0000,53325,632,35,"24031700715",89426.000000,0.024949
,"24031","700716","24031700716",320,51059471200.0000,79952,1252,24031700716.0000,99999,9999,20,"24031700716",89426.000000,0.009047
,"24031","706005","24031706005",377,51059471200.0000,79952,1252,24031706005.0000,63300,792,10,"24031706005",89507.000000,0.011449
,"24031","703501","24031703501",355,51059471200.0000,79952,1252,24031703501.0000,83837,1036,4,"24031703501",89514.000000,0.005161
,"24031","700904","24031700904",1510,51059460500.0000,79952,1252,24031700904.0000,67675,850,4,"24031700904",89530.000000,0.000670
,"24031","701313","24031701313",829,51059460400.0000,79952,1252,24031701313.0000,58900,725,10,"24031701313",89601.000000,0.009701
,"24031","700606","24031700606",316,51059471200.0000,79952,1252,24031700606.0000,56875,693,10,"24031700606",89604.000000,0.016101
,"24031","700704","24031700704",802,51059460400.0000,79952,1252,24031700704.0000,31175,385,4,"24031700704",89617.000000,0.004851
,"24031","700706","24031700706",2359,51059480200.0000,79952,1252,24031700706.0000,31175,385,4,"24031700706",89664.000000,0.004703
,"24031","700304","24031700304",2344,51059480200.0000,79952,1252,24031700304.0000,99999,9999,15,"24031700304",89669.000000,0.004573
,"24031","702301","24031702301",839,51059460400.0000,79952,1252,24031702301.0000,72450,900,4,"24031702301",89672.000000,0.000329
,"24031","706003","24031706003",375,51059471200.0000,79952,1252,24031706003.0000,63300,792,10,"24031706003",89723.000000,0.020627
,"24031","700806","24031700806",321,51059471200.0000,79952,1252,24031700806.0000,31175,385,10,"24031700806",89764.000000,0.001457
,"24031","700306","24031700306",27,51059471200.0000,48376,772,24031700306.0000,32025,402,10,"24031700306",89795.000000,0.007355
,"24031","700609","24031700609",801,51059460400.0000,79952,1252,24031700609.0000,99999,9999,10,"24031700609",89796.000000,0.013851
,"24031","700815","24031700815",326,51059471200.0000,79952,1252,24031700815.0000,32025,402,4,"24031700815",89801.000000,0.005459
,"24031","700604","24031700604",314,51059471200.0000,79952,1252,24031700604.0000,21825,249,15,"24031700604",89809.000000,0.004756
,"24031","700608","24031700608",32,51059471200.0000,48376,772,24031700608.0000,78650,982,15,"24031700608",89813.000000,0.012377
,"24031","700101","24031700101",307,51059471200.0000,79952,1252,24031700101.0000,99999,9999,4,"24031700101",89816.000000,0.006445
,"24031","701307","24031701307",826,51059460400.0000,79952,1252,24031701307.0000,99999,9999,10,"24031701307",89827.000000,0.020089
,"24031","701003","24031701003",39,51059471200.0000,48376,772,24031701003.0000,67675,850,10,"24031701003",89830.000000,0.004133
,"24031","701210","24031701210",823,51059460400.0000,79952,1252,24031701210.0000,63300,792,10,"24031701210",89833.000000,0.007443
,"24031","703502","24031703502",2472,51059480200.0000,79952,1252,24031703502.0000,56712,691,30,"24031703502",89849.000000,0.004309
,"24031","701415","24031701415",44,51059471200.0000,48376,772,24031701415.0000,18150,212,4,"24031701415",89858.000000,0.015844
,"24031","701409","24031701409",343,51059471200.0000,79952,1252,24031701409.0000,27250,338,10,"24031701409",89875.000000,0.011058
,"24031","700309","24031700309",28,51059471200.0000,48376,772,24031700309.0000,32025,402,10,"24031700309",89885.000000,0.005586
,"24031","701215","24031701215",2042,51059480200.0000,48376,772,24031701215.0000,56337,677,10,"24031701215",89891.000000,0.000377
,"24031","704401","24031704401",360,51059471200.0000,79952,1252,24031704401.0000,56337,677,10,"24031704401",89891.000000,0.005529
,"24033","800800","24033800800",57,51059471200.0000,48376,772,24033800800.0000,99999,9999,4,"24033800800",89944.000000,0.002480
,"24033","801302","24033801302",385,51059471200.0000,79952,1252,24033801302.0000,250,7,10,"24033801302",90010.000000,0.022382
,"24033","803606","24033803606",391,51059471200.0000,79952,1252,24033803606.0000,45612,542,4,"24033803606",90479.000000,0.006153
,"24033","803518","24033803518",1610,51059460500.0000,79952,1252,24033803518.0000,99999,9999,15,"24033803518",90523.000000,0.014530
,"24033","800408","24033800408",1573,51059460500.0000,79952,1252,24033800408.0000,33400,412,4,"24033800408",90641.000000,0.001554
,"24033","803517","24033803517",2049,51059480200.0000,48376,772,24033803517.0000,52975,631,10,"24033803517",90654.000000,0.015971
,"24033","803516","24033803516",1609,51059460500.0000,79952,1252,24033803516.0000,52975,631,30,"24033803516",90665.000000,0.002829
,"24033","800409","24033800409",1574,51059460500.0000,79952,1252,24033800409.0000,33400,412,15,"24033800409",90682.000000,0.011636
,"24033","801600","24033801600",2567,51059480200.0000,79952,1252,24033801600.0000,59505,747,10,"24033801600",90717.000000,0.003725
,"24033","801805","24033801805",2575,51059480200.0000,79952,1252,24033801805.0000,38975,495,4,"24033801805",90728.000000,0.002563
,"24033","801708","24033801708",2573,51059480200.0000,79952,1252,24033801708.0000,59505,747,10,"24033801708",90740.000000,0.000841
,"24033","801706","24033801706",2571,51059480200.0000,79952,1252,24033801706.0000,50750,607,20,"24033801706",90743.000000,0.004320
,"24033","801808","24033801808",1251,51059460500.0000,23984,423,24033801808.0000,38975,495,4,"24033801808",90746.000000,0.013026
,"24033","801407","24033801407",1593,51059460500.0000,79952,1252,24033801407.0000,59505,747,15,"24033801407",90748.000000,0.024792
,"24033","801702","24033801702",61,51059471200.0000,48376,772,24033801702.0000,77100,958,10,"24033801702",90748.000000,0.002734
,"24033","802501","24033802501",66,51059471200.0000,48376,772,24033802501.0000,75762,940,10,"24033802501",90751.000000,0.000939
,"24033","803001","24033803001",389,51059471200.0000,79952,1252,24033803001.0000,27400,340,4,"24033803001",90754.000000,0.007553
,"24033","802700","24033802700",892,51059460400.0000,79952,1252,24033802700.0000,13000,125,4,"24033802700",90764.000000,0.000862
,"24033","802803","24033802803",388,51059471200.0000,79952,1252,24033802803.0000,99999,9999,10,"24033802803",90770.000000,0.011690
,"24033","801804","24033801804",1596,51059460500.0000,79952,1252,24033801804.0000,38975,495,10,"24033801804",90778.000000,0.008575
